artist,track,id,danceability,energy,loudness,acousticness,instrumentalness,liveness,valence,tempo,duration
Taylor Swift,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,0.584,0.557,-6.371,0.0129,0.0,0.0576,0.767,154.008,219760
Taylor Swift,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,0.44,0.528,-7.809,0.0171,0.00203,0.234,0.132,185.972,329160
Taylor Swift,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,0.642,0.695,-5.62,0.000443,1.02e-05,0.0753,0.642,103.984,230960
Taylor Swift,I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,0.511,0.559,-6.587,0.0167,0.0,0.113,0.248,145.88,244587
Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,0.567,0.686,-6.139,0.0317,1.86e-06,0.0732,0.716,172.014,193147
Taylor Swift,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,0.693,0.681,-7.039,0.0848,0.0,0.0768,0.663,100.02,205787
Taylor Swift,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,0.502,0.534,-5.954,0.0399,0.0,0.0977,0.155,94.05,299080
Taylor Swift,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,0.622,0.809,-5.623,0.0288,0.00218,0.109,0.511,156.894,202960
Taylor Swift,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,0.601,0.406,-11.827,0.622,9.19e-05,0.133,0.232,130.059,284773
Taylor Swift,The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,0.686,0.571,-7.138,0.066,0.0,0.0608,0.538,117.889,240467
Taylor Swift,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,0.498,0.61,-5.098,0.271,0.0,0.223,0.474,79.918,245427
Taylor Swift,Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,0.628,0.685,-5.864,0.00324,0.0,0.18,0.605,126.014,220413
Taylor Swift,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,0.519,0.527,-7.673,0.075,0.0,0.132,0.267,78.915,238867
Taylor Swift,The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,0.636,0.402,-7.855,0.0494,0.0,0.107,0.208,125.952,285280
Taylor Swift,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,0.46,0.632,-6.031,0.0158,0.0,0.0822,0.399,79.846,223333
Taylor Swift,Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,0.691,0.736,-6.974,0.00955,1.88e-05,0.101,0.612,125.089,220520
Taylor Swift,State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,0.445,0.131,-13.778,0.663,1.57e-06,0.108,0.101,208.918,321640
Taylor Swift,Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,0.623,0.279,-10.802,0.661,0.0,0.193,0.38,116.04,264253
Taylor Swift,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,0.473,0.579,-5.824,0.214,0.0,0.0877,0.255,73.942,297013
Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,0.606,0.377,-9.455,0.817,0.0,0.154,0.446,101.96,258813
Taylor Swift,Babe (Taylor's Version) (From The Vault),0v4z1tuZvn6LGknom9Qx7d,0.584,0.743,-7.075,0.0538,2.83e-06,0.121,0.746,167.844,224240
Taylor Swift,Message In A Bottle (Taylor's Version) (From The Vault),3z6XUommYDWPHeFhmhhT6j,0.622,0.791,-6.106,0.00188,3.72e-06,0.083,0.494,115.915,225960
Taylor Swift,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),4CkgMiMqZ5JzW9iYXSTMTL,0.391,0.715,-4.516,0.167,0.0,0.183,0.473,149.654,285107
Taylor Swift,Forever Winter (Taylor's Version) (From The Vault),3oGVx9RBmiYGv5ZCecWLkx,0.611,0.552,-5.828,0.256,0.0,0.134,0.41,116.012,263533
Taylor Swift,Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault),4IQkfUsrwXol38VV3U7t7T,0.61,0.488,-6.918,0.817,0.0,0.312,0.443,125.039,240227
Taylor Swift,The Very First Night (Taylor's Version) (From The Vault),6pYNq0ZwpPVazKzsqpf0G8,0.678,0.733,-5.025,0.00115,0.0,0.104,0.581,121.009,200280
Taylor Swift,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),5enxwA8aAbwZbf5qCHORXi,0.631,0.518,-8.771,0.274,0.0,0.088,0.205,93.023,613027
Taylor Swift,Fearless (Taylor’s Version),77sMIMlNaSURUAXq5coCxE,0.569,0.741,-4.963,0.0122,0.0,0.333,0.43,100.118,241592
Taylor Swift,Fifteen (Taylor’s Version),2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,-4.61,0.116,0.0,0.32,0.289,95.466,294419
Taylor Swift,Love Story (Taylor’s Version),6YvqWjhGD8mB5QXcbcUKtx,0.627,0.792,-4.311,0.13,3.97e-06,0.0845,0.415,119.054,235767
Taylor Swift,Hey Stephen (Taylor’s Version),550erGcdD9n6PnwxrvYqZT,0.788,0.571,-6.135,0.106,0.0,0.0934,0.797,115.99,254255
Taylor Swift,White Horse (Taylor’s Version),5YL553x8sHderRBDlm3NM3,0.423,0.517,-7.377,0.369,0.0,0.177,0.366,185.262,234516
Taylor Swift,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA,0.632,0.773,-4.856,0.0623,0.0,0.0885,0.474,130.033,231124
Taylor Swift,Breathe (feat. Colbie Caillat) (Taylor’s Version),7HC7R2D8WjXVcUHJyEGjRs,0.506,0.626,-6.066,0.156,0.0,0.228,0.321,148.035,263377
Taylor Swift,Tell Me Why (Taylor’s Version),0k0vFacOHNuArLWMiH60p7,0.578,0.909,-3.669,0.0222,0.0,0.333,0.541,100.023,200576
Taylor Swift,You’re Not Sorry (Taylor’s Version),6iiAfo4wTA2CVC3Uwx9uh8,0.506,0.444,-4.99,0.0538,0.0,0.123,0.241,133.873,261843
Taylor Swift,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,-4.665,0.0033,0.0,0.108,0.472,161.032,243137
Taylor Swift,Forever & Always (Taylor’s Version),1msEuwSBneBKpVCZQcFTsU,0.598,0.821,-4.433,0.0231,0.0,0.143,0.673,128.03,225328
Taylor Swift,The Best Day (Taylor’s Version),6ON9UuIq49xXY9GPmHIYRp,0.642,0.576,-8.524,0.488,0.0,0.159,0.469,125.0,245290
Taylor Swift,Change (Taylor’s Version),3ExweHKZF9B752DPQByRVT,0.499,0.815,-4.063,0.000191,0.0,0.181,0.344,95.999,279360
Taylor Swift,Jump Then Fall (Taylor’s Version),2m3ObD945KvpE5y9A1eUWm,0.572,0.69,-6.201,0.0474,0.0,0.0897,0.624,160.111,237580
Taylor Swift,Untouchable (Taylor’s Version),0tQ9vBYpldCuikPsbgOVKA,0.393,0.531,-6.112,0.0181,0.0,0.169,0.224,200.391,312107
Taylor Swift,Forever & Always (Piano Version) (Taylor’s Version),01QdEx6kFr78ZejhQtWR5m,0.546,0.273,-9.208,0.819,0.0,0.137,0.271,118.753,267833
Taylor Swift,Come In With The Rain (Taylor’s Version),1n2wszmJyVkw6FHqyLnQsY,0.476,0.564,-5.677,0.0406,0.0,0.102,0.167,143.929,237339
Taylor Swift,Superstar (Taylor’s Version),51A8eKvvZz9uydvIZ7xRSV,0.454,0.555,-6.69,0.157,0.0,0.343,0.171,171.862,263865
Taylor Swift,The Other Side Of The Door (Taylor’s Version),1cSFlSBdpT4F5vb1frQ231,0.432,0.873,-4.367,0.0279,0.0,0.167,0.629,163.936,238444
Taylor Swift,Today Was A Fairytale (Taylor’s Version),2JoJrsEV15OzbijS47lids,0.482,0.779,-5.025,0.0135,0.0,0.296,0.328,158.162,241822
Taylor Swift,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),4CHpVfAhuxNJ3ibExe6kxO,0.599,0.494,-7.61,0.816,0.0,0.101,0.44,142.893,220839
Taylor Swift,Mr. Perfectly Fine (Taylor’s Version) (From The Vault),2CYVETnhM9aytqrazYYwrK,0.66,0.817,-6.269,0.162,0.0,0.0667,0.714,135.942,277592
Taylor Swift,We Were Happy (Taylor’s Version) (From The Vault),34V9RiEPe8MNdU32qJsJa1,0.609,0.373,-8.819,0.849,0.0,0.0779,0.13,106.007,244237
Taylor Swift,That’s When (feat. Keith Urban) (Taylor’s Version) (From The Vault),7eResoqEJJAVTkQYSqvO3P,0.588,0.608,-7.062,0.225,0.0,0.092,0.508,90.201,189496
Taylor Swift,Don’t You (Taylor’s Version) (From The Vault),4uuEGH5SVuzkkSFjo2DEiY,0.563,0.473,-11.548,0.514,1.2e-05,0.109,0.405,101.934,208609
Taylor Swift,Bye Bye Baby (Taylor’s Version) (From The Vault),4qUijfYU8EoIWiY6oSyrgT,0.624,0.624,-7.86,0.334,0.0,0.0995,0.527,80.132,242158
Taylor Swift,willow,2gVhfX2Gy1T9kDuS9azrF7,0.392,0.574,-9.195,0.833,0.00179,0.145,0.529,81.112,214707
Taylor Swift,champagne problems,1gcyHQpBQ1lfXGdhZmWrHP,0.462,0.24,-12.077,0.92,0.0,0.113,0.32,171.319,244000
Taylor Swift,gold rush,3Dby3p1m6IOZn2gIIqECgK,0.512,0.462,-10.491,0.83,0.166,0.121,0.353,112.05,185320
Taylor Swift,‘tis the damn season,6sQckd3Z8NPxVVKUnavY1F,0.575,0.434,-8.193,0.735,6.59e-05,0.105,0.348,145.916,229840
Taylor Swift,tolerate it,6lCvK2AR2uOKkVFCVlAzzm,0.316,0.361,-10.381,0.878,2.67e-05,0.0797,0.221,74.952,245440
Taylor Swift,"no body, no crime (feat. HAIM)",6uwfVkaOM1mcMkFmSn35ix,0.546,0.613,-7.589,0.418,0.0,0.103,0.535,79.015,215627
Taylor Swift,happiness,55Vf4bimc1Rtfg0PAQRAo2,0.559,0.334,-10.733,0.87,0.0,0.114,0.211,122.079,315147
Taylor Swift,dorothea,66tOfHVH3aUrscg8vExRV4,0.605,0.488,-8.322,0.696,0.0,0.129,0.354,119.966,225880
Taylor Swift,coney island (feat. The National),2awNGIJHodfLZSClB3PYhz,0.537,0.537,-11.266,0.819,0.000904,0.142,0.292,107.895,275320
Taylor Swift,ivy,43Ykum9T72UOPhBN31grpN,0.515,0.545,-9.277,0.855,1.97e-05,0.0921,0.535,88.856,260440
Taylor Swift,cowboy like me,52OkpDsU6MmPx1AwGOb6Ap,0.604,0.517,-9.014,0.768,0.000155,0.123,0.511,127.967,275040
Taylor Swift,long story short,5VYWxXUpxuxEmCqMLDqICo,0.546,0.73,-7.704,0.66,0.179,0.0972,0.573,157.895,215920
Taylor Swift,marjorie,5uICWmZTLkpEVbK22PBP6e,0.535,0.561,-11.609,0.876,0.000136,0.115,0.287,96.103,257773
Taylor Swift,closure,6a8aUhYbaQBUI8PcJ5ZmQ6,0.689,0.704,-10.813,0.835,4.83e-06,0.134,0.92,151.884,180653
Taylor Swift,evermore (feat. Bon Iver),6Wlq9rqkxrqj5Kls4Kw14H,0.39,0.27,-10.673,0.937,0.00227,0.111,0.32,125.177,304107
Taylor Swift,right where you left me - bonus track,3zwMVvkBe2qIKDObWgXw4N,0.581,0.619,-6.524,0.769,0.000106,0.117,0.645,137.915,245027
Taylor Swift,it’s time to go - bonus track,1kdWw77ZpYOkhxeuhzU1j6,0.592,0.41,-12.426,0.801,1.39e-05,0.09,0.416,151.923,254640
Taylor Swift,willow,0lx2cLdOt3piJbcaXIV74f,0.392,0.574,-9.195,0.833,0.00179,0.145,0.529,81.112,214707
Taylor Swift,champagne problems,0sY6ZUTh4yoctD8VIXz339,0.462,0.24,-12.077,0.92,0.0,0.113,0.32,171.319,244000
Taylor Swift,gold rush,5BK0uqwY9DNfZ630STAEaq,0.512,0.462,-10.491,0.83,0.166,0.121,0.353,112.05,185320
Taylor Swift,‘tis the damn season,7dW84mWkdWE5a6lFWxJCBG,0.575,0.434,-8.193,0.735,6.59e-05,0.105,0.348,145.916,229840
Taylor Swift,tolerate it,0PurA4JVJ8YQgSVopY8fn6,0.316,0.361,-10.381,0.878,2.67e-05,0.0797,0.221,74.952,245440
Taylor Swift,"no body, no crime (feat. HAIM)",3RaT22zZsxVYxxKR7TAaYF,0.546,0.613,-7.589,0.418,0.0,0.103,0.535,79.015,215627
Taylor Swift,happiness,73YUReisjb3A9ActdLLjJQ,0.559,0.334,-10.733,0.87,0.0,0.114,0.211,122.079,315147
Taylor Swift,dorothea,670fUmXf4KQekzbEgaXyPA,0.605,0.488,-8.322,0.696,0.0,0.129,0.354,119.966,225880
Taylor Swift,coney island (feat. The National),3k7ne7VmH43ZPWxPdvPUgR,0.537,0.537,-11.266,0.819,0.000904,0.142,0.292,107.895,275320
Taylor Swift,ivy,19CSr8rwW05VJL2F91KFNK,0.515,0.545,-9.277,0.855,1.97e-05,0.0921,0.535,88.856,260440
Taylor Swift,cowboy like me,1XjHRolIXL2M1EEOUsGGR4,0.604,0.517,-9.014,0.768,0.000155,0.123,0.511,127.967,275040
Taylor Swift,long story short,2o2sgVJIgFXk8GQjWTgI6U,0.546,0.73,-7.704,0.66,0.179,0.0972,0.573,157.895,215920
Taylor Swift,marjorie,12ntTeqEeTg7GAVpe8Mhpl,0.535,0.561,-11.609,0.876,0.000136,0.115,0.287,96.103,257773
Taylor Swift,closure,35rdVq36LMHQX0Suw9a6tK,0.689,0.704,-10.813,0.835,4.83e-06,0.134,0.92,151.884,180653
Taylor Swift,evermore (feat. Bon Iver),3O5osWf1rSoKMwe6E9ZaXP,0.39,0.27,-10.673,0.937,0.00227,0.111,0.32,125.177,304107
Taylor Swift,the 1,0P9wLFurlgumLXuqFEpw52,0.78,0.361,-6.942,0.75,7.14e-06,0.108,0.163,139.902,210240
Taylor Swift,cardigan,7zcnlq38eqNWyUF6eNaB5Z,0.612,0.58,-8.572,0.525,0.000414,0.26,0.534,130.045,239560
Taylor Swift,the last great american dynasty,4ojxSyrEraN7d46BMBPThZ,0.688,0.653,-8.558,0.481,0.00414,0.106,0.701,147.991,231000
Taylor Swift,exile (feat. Bon Iver),6kz2hkq1xQvDqPcUyBkw8f,0.31,0.374,-8.464,0.761,2.46e-05,0.11,0.16,75.938,285640
Taylor Swift,my tears ricochet,0Oju1YcbPCJuUQQWoZNdJK,0.456,0.265,-10.663,0.814,0.0,0.0679,0.112,129.947,255893
Taylor Swift,mirrorball,5jQyGzcwqAxwT5QUIMivoX,0.549,0.417,-10.064,0.686,1.9e-06,0.0604,0.347,110.137,208973
Taylor Swift,seven,2vJ7QvyCiR4DaHxwO58izA,0.602,0.494,-10.813,0.888,2.59e-05,0.0902,0.374,94.955,208907
Taylor Swift,august,1UHoF9p75IVsvUt6WdTYhn,0.387,0.634,-9.222,0.553,6.93e-05,0.0931,0.42,89.567,261920
Taylor Swift,this is me trying,5DnDBYrfGoxdnomqEAkFIv,0.511,0.478,-9.837,0.312,2.3e-05,0.147,0.408,135.882,195107
Taylor Swift,illicit affairs,7CVTowKpGPA2MsIbkTl2oc,0.529,0.304,-10.567,0.862,0.0,0.108,0.44,119.58,190893
Taylor Swift,invisible string,4WHIqhrbdva5vQSrCuet3l,0.651,0.459,-11.128,0.859,6.63e-05,0.105,0.454,83.455,252880
Taylor Swift,mad woman,7klXN6RCN5Rj0VeYO5gBzU,0.593,0.7,-9.016,0.67,6.77e-06,0.116,0.451,141.898,237267
Taylor Swift,epiphany,5MFjHn1qfR9AsWuyzJLk1z,0.317,0.254,-13.679,0.727,0.000326,0.0867,0.103,93.933,289747
Taylor Swift,betty,2jhfs6moEAK13eLM6xim4l,0.595,0.376,-8.767,0.589,0.0,0.0989,0.476,95.946,294520
Taylor Swift,peace,0O9i6jhscByEJs1ipy5hu4,0.644,0.284,-12.879,0.916,1.5e-05,0.0909,0.328,150.072,234000
Taylor Swift,hoax,4XCYmu7QLySdIahgBALKJK,0.676,0.178,-15.01,0.964,7.9e-06,0.135,0.404,118.84,220040
Taylor Swift,the lakes - bonus track,0zEprKYeuGOIZoHyu6O1E2,0.313,0.258,-11.532,0.842,1.3e-06,0.0948,0.268,179.947,211813
Taylor Swift,the 1 - the long pond studio sessions,08J4bMHbILkwSIhbtrcvjN,0.708,0.25,-10.731,0.898,0.026,0.102,0.156,139.803,219893
Taylor Swift,cardigan - the long pond studio sessions,3EPgWM1zfTSzEc0z4AwWTM,0.395,0.234,-9.704,0.88,0.0,0.107,0.247,86.478,230680
Taylor Swift,the last great american dynasty - the long pond studio sessions,28tIMaewZuGR8urkvFhQyA,0.64,0.618,-11.715,0.743,0.004,0.0574,0.614,147.948,232347
Taylor Swift,exile (feat. Bon Iver) - the long pond studio sessions,7N015NTIWGjQDddHUdHPoO,0.359,0.305,-10.295,0.848,6.74e-05,0.111,0.108,151.956,279893
Taylor Swift,my tears ricochet - the long pond studio sessions,5mdNyCS7ttVcAyVYOIFEjs,0.531,0.172,-12.34,0.946,1.01e-05,0.0615,0.168,129.007,295173
Taylor Swift,mirrorball - the long pond studio sessions,2yceD2hx5HhOLgkm1CITCi,0.509,0.386,-8.434,0.78,3.45e-05,0.118,0.109,109.993,237373
Taylor Swift,seven - the long pond studio sessions,4cOWq0cVsKjxaQpRMbDoH1,0.694,0.449,-11.49,0.914,0.000126,0.1,0.363,94.963,208987
Taylor Swift,august - the long pond studio sessions,4MGexoZc12lqE0hYkq9YYx,0.554,0.663,-8.961,0.5,4.77e-05,0.791,0.545,89.977,260000
Taylor Swift,this is me trying - the long pond studio sessions,1gaLZjPrDnHQWJds2Jg4KT,0.435,0.332,-11.611,0.928,0.000898,0.0867,0.157,68.097,209293
Taylor Swift,illicit affairs - the long pond studio sessions,560uQyz3p5G9WdnMX39xc6,0.489,0.235,-10.274,0.883,0.0,0.113,0.435,117.699,183720
Taylor Swift,invisible string - the long pond studio sessions,5KByGq0JijSSDcy0qzuINs,0.59,0.282,-10.542,0.942,4.85e-06,0.11,0.351,83.438,257360
Taylor Swift,mad woman - the long pond studio sessions,04xrhDrQ2WOW8GLwu7kbc0,0.663,0.465,-10.463,0.887,0.000168,0.109,0.346,141.834,238333
Taylor Swift,epiphany - the long pond studio sessions,4yyKppX85ZkmlGOC2toBZA,0.524,0.2,-13.004,0.916,0.000392,0.068,0.113,93.87,274880
Taylor Swift,betty - the long pond studio sessions,1mh5dObNoOvCfHmXnhvDEK,0.538,0.316,-9.5,0.841,0.0,0.119,0.518,95.68,290040
Taylor Swift,peace - the long pond studio sessions,4YHHz3VIXgNDGdoL9xC1tx,0.619,0.344,-11.472,0.93,7.61e-05,0.0734,0.513,149.897,214373
Taylor Swift,hoax - the long pond studio sessions,0QTBsdoJhamY3Aid3fOsOd,0.682,0.155,-13.083,0.962,0.0,0.18,0.483,118.832,221800
Taylor Swift,the lakes - the long pond studio sessions,6mqyTq948oap5AkyTsd6XF,0.606,0.221,-11.767,0.794,0.0,0.0888,0.112,89.844,199733
Taylor Swift,the 1,4pfrrhvplbJZAIsfosGWQP,0.78,0.361,-6.942,0.75,7.14e-06,0.108,0.163,139.902,210240
Taylor Swift,cardigan,0KRYCBwIpWYFNrXOmXbyUh,0.612,0.58,-8.572,0.525,0.000414,0.26,0.534,130.045,239560
Taylor Swift,the last great american dynasty,2olxzvoFI9IpxqFeUv7WOX,0.688,0.653,-8.558,0.481,0.00414,0.106,0.701,147.991,231000
Taylor Swift,exile (feat. Bon Iver),5S4aYQAJOwJMAamANWlICO,0.31,0.374,-8.464,0.761,2.46e-05,0.11,0.16,75.938,285640
Taylor Swift,my tears ricochet,5P2bHCDM2tsgIaYWsZMhu5,0.456,0.265,-10.663,0.814,0.0,0.0679,0.112,129.947,255893
Taylor Swift,mirrorball,2I8YAEA1VmCuP1wkJHMpTw,0.549,0.417,-10.064,0.686,1.9e-06,0.0604,0.347,110.137,208973
Taylor Swift,seven,76mOLcXOjOEhyY4mMF1l3r,0.602,0.494,-10.813,0.888,2.59e-05,0.0902,0.374,94.955,208907
Taylor Swift,august,6nK2pIKFcRc5frrZKHgsiT,0.387,0.634,-9.222,0.553,6.93e-05,0.0931,0.42,89.567,261920
Taylor Swift,this is me trying,7cm50Lw03k6VvRauJtkyTj,0.511,0.478,-9.837,0.312,2.3e-05,0.147,0.408,135.882,195107
Taylor Swift,illicit affairs,6DrLROM5MG9bxWHeEG5elq,0.529,0.304,-10.567,0.862,0.0,0.108,0.44,119.58,190893
Taylor Swift,invisible string,2ehRU518I0hYqMGQnk4lDY,0.651,0.459,-11.128,0.859,6.63e-05,0.105,0.454,83.455,252880
Taylor Swift,mad woman,0RP1kqoSPkVXsKiQNhMKzV,0.593,0.7,-9.016,0.67,6.77e-06,0.116,0.451,141.898,237267
Taylor Swift,epiphany,1EXa37LpSvi3OQ9UYQ28rD,0.317,0.254,-13.679,0.727,0.000326,0.0867,0.103,93.933,289747
Taylor Swift,betty,3IhtE4fkytdrtEfV34UzkD,0.595,0.376,-8.767,0.589,0.0,0.0989,0.476,95.946,294520
Taylor Swift,peace,6JlI8Ay77m4nJvZTHvfT1J,0.644,0.284,-12.879,0.916,1.5e-05,0.0909,0.328,150.072,234000
Taylor Swift,hoax,0YeDG5HnKnG7jpArkzsSPa,0.676,0.178,-15.01,0.964,7.9e-06,0.135,0.404,118.84,220040
Taylor Swift,the lakes - bonus track,0eFQWVz0qIxDOvhLpZ40P7,0.313,0.258,-11.532,0.842,1.3e-06,0.0948,0.268,179.947,211813
Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,0.777,0.357,-6.942,0.757,7.28e-06,0.108,0.172,139.884,210252
Taylor Swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,0.613,0.581,-8.588,0.537,0.000345,0.25,0.551,130.033,239560
Taylor Swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,0.686,0.662,-8.505,0.467,0.0023,0.109,0.706,147.922,230999
Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,-8.426,0.778,5.62e-05,0.11,0.152,75.602,285634
Taylor Swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,0.469,0.263,-10.63,0.806,0.0,0.0749,0.112,129.86,255894
Taylor Swift,mirrorball,0ZNU020wNYvgW84iljPkPP,0.553,0.413,-10.037,0.687,2.33e-06,0.0594,0.379,110.107,208978
Taylor Swift,seven,6KJqZcs9XDgVck7Lg9QOTC,0.596,0.488,-10.769,0.9,2.7e-05,0.091,0.415,94.922,208907
Taylor Swift,august,3hUxzQpSfdDqwM3ZTFQY0K,0.532,0.623,-9.208,0.538,7.28e-05,0.0925,0.403,89.937,261923
Taylor Swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,0.515,0.476,-9.843,0.314,4.74e-05,0.171,0.412,135.886,195097
Taylor Swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,0.559,0.31,-10.445,0.881,0.0,0.106,0.46,119.845,190898
Taylor Swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,0.653,0.452,-11.143,0.838,7.73e-05,0.108,0.45,83.433,252881
Taylor Swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,0.592,0.699,-8.995,0.655,1.68e-05,0.114,0.506,141.916,237258
Taylor Swift,epiphany,08fa9LFcFBTcilB3iq2e2A,0.175,0.267,-13.69,0.731,0.000402,0.0858,0.106,94.203,289749
Taylor Swift,betty,5kI4eCXXzyuIUXjQra0Cxi,0.593,0.377,-8.761,0.6,0.0,0.0976,0.502,95.939,294521
Taylor Swift,peace,7MbT4I8qGntX4fMdqMQgke,0.647,0.272,-12.906,0.918,1.73e-05,0.0918,0.339,150.044,234000
Taylor Swift,hoax,6MWoRt97mnSTXZhu3ggi9C,0.662,0.181,-15.065,0.966,3.86e-06,0.133,0.429,118.819,220043
Taylor Swift,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,0.664,0.316,-10.345,0.298,2.03e-06,0.0812,0.541,92.875,170640
Taylor Swift,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,0.552,0.702,-5.707,0.117,2.06e-05,0.105,0.564,169.994,178427
Taylor Swift,Lover,1dGr1c8CrMLDpV6mPbImSI,0.359,0.543,-7.582,0.492,1.58e-05,0.118,0.453,68.534,221307
Taylor Swift,The Man,3RauEVgRgj1IuWdJ9fDs70,0.777,0.658,-5.191,0.0767,0.0,0.0901,0.633,110.048,190360
Taylor Swift,The Archer,3pHkh7d0lzM2AldUtz2x37,0.292,0.574,-9.375,0.12,0.00569,0.0663,0.166,124.344,211240
Taylor Swift,I Think He Knows,2YWtcWi3a83pdEg3Gif4Pd,0.897,0.366,-8.029,0.00889,0.000353,0.0715,0.416,100.003,173387
Taylor Swift,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,0.662,0.747,-6.926,0.028,0.00615,0.138,0.487,150.088,234147
Taylor Swift,Paper Rings,4y5bvROuBDPr5fuwXbIBZR,0.811,0.719,-6.553,0.0129,1.36e-05,0.0742,0.865,103.979,222400
Taylor Swift,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,0.824,0.624,-9.728,0.781,0.000189,0.1,0.248,102.012,287267
Taylor Swift,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,0.712,0.732,-6.754,0.454,0.0,0.319,0.313,94.071,198533
Taylor Swift,London Boy,1LLXZFeAHK9R4xUramtUKw,0.695,0.71,-6.639,0.0246,0.000104,0.133,0.557,157.925,190240
Taylor Swift,Soon You’ll Get Better (feat. The Chicks),4AYtqFyFbX0Xkc2wtcygTr,0.433,0.182,-12.566,0.907,0.0,0.123,0.421,207.476,201587
Taylor Swift,False God,5hQSXkFgbxjZo9uCwd11so,0.739,0.32,-10.862,0.736,0.000147,0.111,0.351,79.97,200307
Taylor Swift,You Need To Calm Down,6RRNNciQGZEXnqk8SQ9yv5,0.771,0.671,-5.617,0.00929,0.0,0.0637,0.714,85.026,171360
Taylor Swift,Afterglow,1SymEzIT3H8UZfibCs3TYi,0.756,0.449,-8.746,0.13,0.0,0.114,0.399,111.011,223293
Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,0.61,0.83,-4.105,0.033,0.0,0.118,0.728,182.162,193000
Taylor Swift,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,0.737,0.175,-9.912,0.971,0.000337,0.171,0.545,70.008,150440
Taylor Swift,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,0.557,0.496,-9.602,0.808,0.000173,0.0772,0.265,149.983,293453
Taylor Swift,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,-6.509,0.0527,0.0,0.197,0.417,160.015,208187
Taylor Swift,End Game,2x0WlnmfG39ZuDmstl9xfX,0.649,0.589,-6.237,0.00845,0.0,0.108,0.151,159.073,244827
Taylor Swift,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,0.696,0.602,-6.156,0.0679,2.11e-05,0.0696,0.305,82.989,238253
Taylor Swift,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,0.615,0.534,-6.719,0.106,1.76e-05,0.0607,0.193,135.917,236413
Taylor Swift,Delicate,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,-10.178,0.216,0.000357,0.0911,0.0499,95.045,232253
